,time,neg_ns,pos_ns,neutral_ns,comp_ns,neg_s,pos_s,neu_s,comp_s,coin,open,close,high,low,submissions
81,1574294400,729,1395,932,401.4213999999997,3619,6791,3695,1850.8374999999967,BTC,8093.6,7632.59,8133.73,7437.33,347
82,1574380800,942,1535,979,384.69029999999987,4565,6041,4171,1091.771599999995,BTC,7632.59,7292.2,7721.9,6815.03,329
83,1574467200,574,1048,681,303.18770000000006,2147,4211,2891,1306.9001999999934,BTC,7292.2,7339.24,7368.18,7119.41,228
84,1574553600,631,1146,701,319.64809999999994,2521,4912,2754,1490.7216999999982,BTC,7339.24,6930.09,7364.59,6888.89,217
85,1574640000,796,1502,929,458.05049999999926,3111,5762,3587,1679.5055000000061,BTC,6930.09,7138.23,7386.06,6560.13,342
86,1574726400,722,1372,827,403.34479999999945,3204,6769,3453,2071.2198999999955,BTC,7138.23,7170.11,7350.44,7042.5,281
87,1574812800,852,1393,783,353.4817000000004,3789,5716,3241,1327.9377000000004,BTC,7170.11,7531.5,7681.51,6873.1,338
88,1574899200,575,1084,684,311.7512000000005,2298,4311,2815,1257.0105000000015,BTC,7531.5,7442.33,7663.45,7388.79,264
89,1574985600,650,1269,958,395.3510000000005,2750,5491,3922,1736.670199999999,BTC,7442.33,7769.38,7872.17,7425.49,304
90,1575072000,710,1343,923,390.85410000000013,2671,4596,3702,1361.9469000000004,BTC,7769.38,7571.77,7821.01,7487.1,197
91,1575158400,695,1164,666,288.6987000000008,2959,5523,2782,1471.8349999999982,BTC,7571.77,7420.53,7575.5,7261.95,214
92,1575244800,940,1564,887,404.23059999999947,4068,6379,3254,1586.1529000000005,BTC,7420.53,7320.94,7442.62,7193.09,318
93,1575331200,772,1399,799,397.8919999999997,3544,6346,3839,1788.7514999999935,BTC,7320.94,7313.64,7420.34,7260.93,324
94,1575417600,868,1528,962,429.84219999999993,4412,6597,4946,1553.0740000000005,BTC,7313.64,7207.78,7764.68,7110.76,280
95,1575504000,731,1370,759,416.50600000000014,3089,6561,3205,2356.9833999999937,BTC,7207.78,7406.75,7492.96,7175.85,272
96,1575590400,753,1363,803,377.5641999999994,2947,5320,3046,1483.5389000000016,BTC,7406.75,7558.58,7607.79,7323.86,259
97,1575676800,589,968,564,246.74120000000042,2274,3804,2186,1046.1772000000014,BTC,7558.58,7514.86,7640.51,7503.1,216
98,1575763200,548,970,652,251.0721000000005,2420,4175,2653,977.2395999999981,BTC,7514.86,7539.7,7594.8,7414.51,197
99,1575849600,665,1053,612,249.05380000000028,3258,4517,2512,815.1571999999999,BTC,7539.7,7350.62,7667.04,7296.42,238
100,1575936000,694,1249,785,335.9947,2749,5198,2982,1438.7671999999984,BTC,7350.62,7233.84,7403.64,7176.42,282
101,1576022400,651,1117,649,300.502400000001,3252,4486,2630,856.6429999999979,BTC,7233.84,7212.01,7284.74,7167.13,262
102,1576108800,641,1095,611,294.017700000001,2714,4542,2593,1149.7196999999987,BTC,7212.01,7199.39,7307.96,7105.35,261
103,1576195200,611,1160,605,345.3174,2783,4785,2593,1266.2108000000019,BTC,7199.39,7261.72,7308.08,7199.39,207
104,1576281600,559,936,528,240.4305000000002,2775,4850,2858,1179.404999999998,BTC,7261.72,7080.29,7283.78,7033.14,185
105,1576368000,630,1149,586,328.9108000000008,3510,4626,2493,614.5342000000028,BTC,7080.29,7132.39,7204.93,7030.37,195
106,1576454400,1105,1591,797,315.7677000000002,5342,6965,3440,909.8797000000003,BTC,7132.39,6897.33,7172.46,6869.19,278
107,1576540800,1060,1474,917,269.32809999999995,4994,6620,3802,1169.1065000000074,BTC,6897.33,6635.84,6948.12,6585.46,278
108,1576627200,804,1386,863,360.4258000000008,4070,5831,3396,1107.4516,BTC,6635.84,7294.53,7442.26,6450.69,281
109,1576713600,691,1159,709,322.28170000000017,2758,5311,2581,1844.8168999999994,BTC,7294.53,7159.26,7376.98,7057.66,262
110,1576800000,636,1178,659,344.52679999999987,2850,5024,2863,1312.973099999999,BTC,7159.26,7203.41,7234.56,7094.06,242
111,1576886400,453,924,564,280.90090000000066,2069,3999,2781,1189.9491999999989,BTC,7203.41,7159.47,7213.86,7132.82,175
112,1576972800,364,675,377,195.2368,1481,2562,1514,739.2799000000017,BTC,7159.47,7517.58,7527.4,7143.17,173
113,1577059200,602,1074,628,301.8726000000003,2725,4786,2497,1230.3450999999975,BTC,7517.58,7326.6,7694.65,7275.28,247
114,1577145600,560,1001,581,270.46910000000025,2283,3677,2233,979.3878999999988,BTC,7326.6,7260.91,7429.42,7175.5,206
115,1577232000,555,884,550,213.50110000000026,2373,3733,2303,907.3617000000016,BTC,7260.91,7202.72,7280.52,7132.3,156
116,1577318400,810,1335,859,329.5363999999996,4451,5797,3349,802.4812999999989,BTC,7202.72,7207.23,7442.21,7167.44,201
117,1577404800,526,938,588,272.3307000000006,2315,4014,2090,1197.6486999999995,BTC,7207.23,7253.82,7267.46,7061.61,191
118,1577491200,455,844,467,217.3810000000002,2019,3377,2118,741.4628000000004,BTC,7253.82,7316.23,7368.09,7253.61,215
119,1577577600,519,920,526,239.13430000000068,1988,3726,1982,1000.7553000000007,BTC,7316.23,7399.49,7540.65,7295.33,162
120,1577664000,610,1175,699,374.4844000000004,3443,5313,3164,1464.6430999999966,BTC,7399.49,7234.44,7414.07,7224.79,228
121,1577750400,666,1108,626,263.0812000000001,2877,4923,2798,1259.3074999999994,BTC,7234.44,7183.88,7325.24,7141.94,188
122,1577836800,530,937,607,264.1110000000002,2575,4383,2475,1126.5138000000027,BTC,7183.88,7189.94,7267.16,7171.82,163
123,1577923200,793,1283,743,318.9298999999998,3281,5167,2675,1304.713600000003,BTC,7189.94,6965.72,7224.84,6945.83,240
124,1578009600,892,1422,854,343.29899999999986,4606,7177,3591,1569.8264000000065,BTC,6965.72,7339.7,7407.11,6882.62,272
125,1578096000,710,1149,729,262.45930000000004,3201,4763,3104,1035.203100000002,BTC,7339.7,7357.5,7405.75,7278.6,235
126,1578182400,823,1293,849,299.01299999999964,4852,5861,4440,934.8466000000013,BTC,7357.5,7359.96,7501.42,7330.07,225
127,1578268800,611,982,694,224.38080000000042,2492,4551,3011,1155.1066000000014,BTC,7359.96,7762.69,7799.63,7355.11,236
128,1578355200,957,1640,1012,436.2474999999995,4954,9096,5556,2828.073299999993,BTC,7762.69,8160.36,8218.63,7736.57,292
129,1578441600,747,1394,799,414.1040000000008,2900,5432,2890,1543.6159000000025,BTC,8160.36,8045.15,8458.65,7873.97,332
130,1578528000,485,997,549,331.69439999999986,2197,4504,2032,1507.3773999999985,BTC,8045.15,7817.35,8047.11,7757.04,209
131,1578614400,702,1178,746,282.2352999999993,3179,5209,2847,1104.5359999999996,BTC,7817.35,8190.31,8192.05,7682.56,234
132,1578700800,670,1155,670,302.3296000000007,3414,5362,3526,1131.0032999999992,BTC,8190.31,8024.58,8287.42,8003.87,178
133,1578787200,521,967,652,304.6950000000008,2742,4207,2611,960.5414999999956,BTC,8024.58,8181.49,8185.14,7968.4,179
134,1578873600,608,1211,632,415.0337999999989,2852,5021,2519,1718.8015000000073,BTC,8181.49,8106.56,8200.4,8057.37,249
135,1578960000,1039,1738,1125,433.743,5001,8449,5351,2088.9591999999984,BTC,8106.56,8820.95,8874.07,8106.4,341
136,1579046400,830,1488,865,401.0231999999992,3454,6187,3354,1523.3216000000025,BTC,8820.95,8813.21,8890.04,8559.93,289
137,1579132800,741,1479,800,472.54210000000154,3412,7159,3634,2550.519699999991,BTC,8813.21,8719.63,8846.78,8586.56,274
138,1579219200,840,1487,878,422.88529999999815,4547,7375,4670,1790.9636999999964,BTC,8719.63,8894.83,9004.35,8665.99,285
139,1579305600,709,1115,762,246.7655000000001,3322,4915,3182,1024.7280000000003,BTC,8894.83,8909.28,8974.65,8807.26,203
140,1579392000,886,1459,965,369.55769999999944,4495,6737,4644,1336.3443000000002,BTC,8909.28,8702.59,9177.39,8508.15,303
141,1579478400,684,1334,737,416.8975999999996,3116,6775,3193,2375.574299999989,BTC,8702.59,8634.03,8737.36,8521.52,215
142,1579564800,837,1383,771,350.60230000000007,3593,6324,3016,1744.9749999999945,BTC,8634.03,8724.84,8771.75,8479.9,255
143,1579651200,785,1420,748,400.32349999999985,3538,6657,2893,1987.0797999999882,BTC,8724.84,8667.26,8793.74,8582.43,245
144,1579737600,1347,2151,1058,512.1474999999991,6498,9681,4561,2364.666399999993,BTC,8667.26,8394.28,8680.93,8290.98,287
145,1579824000,1098,1684,892,410.3647999999984,5314,7284,3374,1572.9762999999978,BTC,8394.28,8431.78,8517.5,8225.83,277
146,1579910400,995,1570,775,359.69100000000014,3828,6404,3065,1537.0478000000035,BTC,8431.78,8345.88,8444.32,8263.42,236
147,1579996800,784,1299,757,344.4283,3409,6478,3613,2057.1345999999953,BTC,8345.88,8602.37,8605.33,8302.57,245
148,1580083200,1067,1747,1000,445.6334000000005,4377,7658,4461,2019.7450999999944,BTC,8602.37,8898.94,8991.01,8572.37,298
149,1580169600,826,1706,926,534.0474999999974,3531,8133,4331,2836.568199999963,BTC,8898.94,9391.97,9407.39,8892.58,279
150,1580256000,950,1760,1045,514.9684999999993,4223,7227,4275,1896.0446999999972,BTC,9391.97,9286.18,9429.16,9234.27,282
151,1580342400,970,1713,1086,458.85589999999985,4023,8139,4991,2842.675999999987,BTC,9286.18,9501.38,9561.26,9181.72,271
152,1580428800,735,1314,739,382.8079000000008,2987,4965,2908,1288.085400000002,BTC,9501.38,9342.23,9518.87,9208.36,260
153,1580515200,747,1227,706,313.2055000000006,3189,5192,2766,1396.5568999999987,BTC,9342.23,9384.45,9455.92,9296.57,190
154,1580601600,637,1118,757,295.9613000000009,2527,4361,3132,1143.2116999999962,BTC,9384.45,9334.25,9469.84,9169.21,223
155,1580688000,623,1172,648,341.7458000000001,2936,4785,2393,1266.0249000000006,BTC,9334.25,9288.96,9605.66,9230.83,255
156,1580774400,608,1091,651,318.76210000000026,2703,4854,2807,1351.1980999999969,BTC,9288.96,9171.98,9347.12,9089.52,216
157,1580860800,685,1202,780,352.0634000000004,3360,5206,3425,1237.9303000000016,BTC,9171.98,9611.42,9750.28,9162.98,295
158,1580947200,736,1281,889,329.6075000000011,3200,5172,3365,1249.0056999999993,BTC,9611.42,9755.84,9853.08,9533.37,294
159,1581033600,623,1291,751,416.9241,2829,6150,3369,1999.4447999999984,BTC,9755.84,9808.36,9866.18,9714.16,271
160,1581120000,765,1139,765,238.2556000000007,3266,5185,3510,1244.1332999999972,BTC,9808.36,9898.25,9936.26,9665.26,226
161,1581206400,715,1588,1079,508.43530000000055,3085,6974,4911,2305.8139,BTC,9898.25,10157.78,10162.71,9880.67,317
162,1581292800,704,1288,754,384.14259999999945,3064,4906,2941,1238.365699999998,BTC,10157.78,9858.03,10185.09,9761.16,275
163,1581379200,756,1259,822,302.04750000000047,3430,5915,3657,1519.241099999999,BTC,9858.03,10269.43,10370.44,9716.32,299
164,1581465600,946,1729,1053,498.63909999999987,4168,7840,5273,2119.205400000002,BTC,10269.43,10347.93,10475.43,10250.55,308
165,1581552000,864,1519,1004,390.67969999999985,4439,7295,4434,1795.1935999999976,BTC,10347.93,10233.32,10500.54,10081.02,282
166,1581638400,989,1560,853,363.29459999999983,5121,6880,3452,1352.1584999999989,BTC,10233.32,10360.37,10387.37,10103.67,291
167,1581724800,749,1313,872,370.28650000000033,3934,6312,4412,1642.3059000000055,BTC,10360.37,9905.43,10388.6,9789.89,246
168,1581811200,1532,2338,1361,505.95299999999986,7245,11799,7516,2715.184399999985,BTC,9905.43,9925.51,10042.6,9634.4,296
169,1581897600,1341,2125,1196,487.55819999999915,5243,8638,4593,2160.329999999999,BTC,9925.51,9702.48,9958.46,9482.71,334
170,1581984000,1050,1872,1024,517.7983999999993,5222,7956,4945,1661.7549999999953,BTC,9702.48,10182.6,10274.35,9618.77,315
171,1582070400,1148,1963,998,503.1799999999994,4897,8850,4030,2404.1175999999928,BTC,10182.6,9602.43,10300.04,9340.17,298
172,1582156800,948,1715,991,481.35599999999937,3824,8232,4431,2705.2716999999748,BTC,9602.43,9608.8,9698.59,9402.81,296
173,1582243200,963,1490,881,344.19450000000063,4314,7273,3631,1776.2009999999912,BTC,9608.8,9697.86,9766.16,9582.07,243
174,1582329600,911,1418,822,331.1497000000004,4087,5767,3209,1243.0129999999995,BTC,9697.86,9671.46,9720.21,9577.84,202
175,1582416000,730,1165,803,233.64710000000062,3217,4845,3894,972.475500000001,BTC,9671.46,9977.39,10011.4,9669.88,215
176,1582502400,767,1300,757,329.01920000000064,2824,5618,2964,1574.2175999999965,BTC,9977.39,9664.21,10019.3,9495.76,252
177,1582588800,710,1200,763,309.51150000000064,3339,5716,3680,1586.3398999999995,BTC,9664.21,9316.18,9682.05,9258.4,276
178,1582675200,786,1397,973,382.87610000000086,3192,6287,3908,2000.118899999992,BTC,9316.18,8793.5,9379.07,8652.97,322
179,1582761600,740,1336,842,388.39299999999986,2906,5314,4374,1534.7639999999994,BTC,8793.5,8821.5,8978.84,8540.74,297
180,1582848000,883,1518,905,376.3774999999997,3833,6615,3474,1705.7045999999955,BTC,8821.5,8719.29,8908.8,8449.12,290
181,1582934400,721,1181,735,261.8976000000005,2725,4350,2854,852.9149999999989,BTC,8719.29,8545.45,8815.63,8545.32,220
182,1583020800,699,1161,678,273.59510000000097,2608,4637,2441,1199.3496999999984,BTC,8545.45,8549.38,8776.71,8443.57,204
183,1583107200,797,1294,843,305.2238000000001,2939,4975,2863,1102.555499999997,BTC,8549.38,8919.74,8983.78,8521.79,257
184,1583193600,758,1202,725,282.6991000000002,2773,4469,2429,1160.8374000000006,BTC,8919.74,8765.68,8940.69,8680.57,271
185,1583280000,706,1142,644,284.74700000000036,2986,4942,2584,1243.7396999999926,BTC,8765.68,8773.78,8863.91,8690.82,286
186,1583366400,714,1244,810,336.10960000000017,2812,6340,3978,2233.7301000000025,BTC,8773.78,9074.82,9179.74,8772.83,291
187,1583452800,614,1070,631,282.93430000000063,2330,4588,2613,1510.6658,BTC,9074.82,9160.39,9183.26,9015.35,217
188,1583539200,510,856,583,226.16950000000045,1706,4757,2474,1739.4242999999994,BTC,9160.39,8903.72,9225.42,8880.33,203
189,1583625600,907,1438,898,333.86650000000105,3681,6473,3184,1678.5372999999925,BTC,8903.72,8057.67,8920.28,8033.06,215
190,1583712000,961,1579,996,381.3552999999997,4188,7022,4832,1736.6064999999967,BTC,8057.67,7944.4,8200.82,7664.34,277
191,1583798400,717,1053,737,207.97840000000042,2563,3706,2503,668.5887000000006,BTC,7944.4,7894.66,8165.09,7758.12,265
192,1583884800,743,1220,770,301.45110000000017,3208,4722,2871,958.3861999999975,BTC,7894.66,7945.36,7998.79,7614.48,258
193,1583971200,1863,2702,1872,495.5389,8343,10911,8495,1491.1788000000008,BTC,7945.36,4916.78,7984.16,4736.21,604
194,1584057600,2175,3198,2394,594.2193000000004,8696,12412,9721,1971.4116999999853,BTC,4916.78,5632.58,5984.55,3948.92,754
195,1584144000,949,1560,945,376.7926000000003,3638,6116,3652,1626.0386999999885,BTC,5632.58,5181.77,5665.57,5069.29,299
196,1584230400,1043,1600,980,360.5482000000004,3714,6130,3571,1486.1261999999986,BTC,5181.77,5357.02,5961.78,5114.06,297
197,1584316800,1225,1906,1193,415.5227000000004,4691,7741,4537,1896.5010999999947,BTC,5357.02,5045.0,5364.93,4454.22,425
198,1584403200,763,1320,923,349.49430000000086,2935,5541,3956,1662.8694999999905,BTC,5045.0,5337.66,5561.43,4950.9,343
199,1584489600,886,1456,899,378.4116999999998,3358,5148,2991,1307.2249999999965,BTC,5337.66,5413.06,5451.02,5024.71,317
200,1584576000,1064,1522,1024,297.8659000000004,4126,6521,4515,1437.0695000000014,BTC,5413.06,6184.88,6418.99,5268.33,388
201,1584662400,824,1354,928,317.87780000000043,4360,7130,3436,1657.3550999999989,BTC,6184.88,6206.44,6932.04,5691.69,317
202,1584748800,726,1038,732,191.87860000000043,3226,3967,4075,594.7715999999988,BTC,6206.44,6195.43,6459.65,5876.79,261
203,1584835200,709,1191,643,301.24910000000017,2551,4617,2229,1430.9512999999995,BTC,6195.43,5828.15,6415.14,5750.68,241
204,1584921600,647,1104,663,267.9822000000001,3218,5224,3113,1179.082899999999,BTC,5828.15,6503.53,6614.56,5703.64,281
205,1585008000,723,1192,775,270.6142000000001,3551,5675,3169,1117.9750999999987,BTC,6503.53,6767.18,6857.49,6406.64,342
206,1585094400,775,1171,764,247.72450000000077,2973,4907,3457,1224.2430000000058,BTC,6767.18,6694.21,6980.29,6483.0,326
207,1585180800,743,1065,651,201.67370000000042,3290,4511,3072,967.601,BTC,6694.21,6757.95,6796.12,6539.61,272
208,1585267200,857,1164,708,211.97380000000047,5828,5454,3149,-650.7408999999967,BTC,6757.95,6382.8,6876.97,6312.53,255
209,1585353600,1006,1370,816,202.07969999999997,4057,6002,3848,936.0270000000003,BTC,6382.8,6252.49,6384.56,6051.23,245
210,1585440000,701,1016,644,197.7701000000008,2832,4619,2885,948.3321999999963,BTC,6252.49,5882.2,6286.96,5882.2,200
