time,neg_ns,pos_ns,neutral_ns,sum_pos_ns,sum_neg_ns,sum_pos_s,sum_neg_s,comp_ns,neg_s,pos_s,neu_s,comp_s,coin,open,close,high,low,label
1555286400.0,19,25,35,11.3214,-17.171,71.78729999999999,-47.52629999999999,2.708,117,151,200,15.464900000000005,LTC,83.84,78.28,82.41,75.76,1
1555372800.0,21,42,40,22.95360000000001,-16.791200000000007,160.73960000000002,-32.9252,14.158199999999995,113,290,263,119.81859999999996,LTC,78.28,80.85,82.05,80.12,-1
1555459200.0,27,60,38,34.925700000000006,-23.70460000000001,182.20700000000008,-55.1726,23.146100000000004,148,311,268,115.58079999999994,LTC,80.85,79.28,81.63,79.22,1
1555545600.0,23,46,53,22.61200000000001,-21.9046,131.14639999999997,-54.86140000000001,11.646800000000002,128,250,389,65.34559999999995,LTC,79.28,82.2,83.95,80.09,1
1555632000.0,1,30,38,13.854699999999998,-0.4336,108.56140000000003,-0.4336,13.637899999999998,3,228,339,107.91100000000004,LTC,82.2,82.61,83.56,81.34,-1
1555718400.0,7,27,15,14.237000000000005,-5.9636,140.32169999999996,-12.8843,11.2681,42,275,118,124.55879999999996,LTC,82.61,81.7,83.41,80.74,-1
1555804800.0,17,23,32,11.3758,-15.5326,68.1045,-50.0157,3.6418,130,137,225,10.774699999999996,LTC,81.7,77.3,81.6,75.02,-1
1555891200.0,15,21,26,10.7835,-12.281800000000004,77.41529999999999,-30.3089,4.642600000000002,104,139,203,40.96549999999999,LTC,77.3,76.98,79.14,76.66,-1
1555977600.0,25,54,36,25.600800000000014,-19.836399999999987,173.49470000000008,-79.36829999999998,15.706600000000002,202,352,264,84.30419999999995,LTC,76.98,74.28,79.32,74.11,-1
1556064000.0,27,43,51,20.9726,-22.1292,127.89450000000002,-64.7879,9.9578,176,255,246,52.4404,LTC,74.28,73.42,73.75,70.36,-1
1556150400.0,30,61,57,33.5322,-31.285199999999985,165.29610000000002,-55.4345,17.8037,133,306,323,93.78069999999997,LTC,73.42,71.04,71.92,69.08,1
1556236800.0,21,38,27,17.566599999999998,-20.6142,128.7749,-58.2381,7.2177000000000024,125,256,194,59.81169999999993,LTC,71.04,72.75,73.07,71.29,-1
1556323200.0,13,26,17,11.9668,-15.045200000000005,66.6718,-43.9561,4.4313,84,149,110,15.5285,LTC,72.75,71.17,72.74,70.91,-1
1556409600.0,24,50,34,23.9851,-22.55359999999999,108.0724999999999,-31.357899999999994,12.734100000000002,86,220,207,65.64419999999998,LTC,71.44,69.44,72.07,68.96,-1
1556496000.0,34,46,53,21.7329,-25.462200000000006,136.41869999999992,-61.166,8.976000000000003,183,261,258,62.44419999999996,LTC,69.44,67.78,69.25,66.89,1
1556582400.0,30,66,65,33.54089999999999,-28.5588,213.4393,-72.37540000000003,19.3255,169,424,332,126.93829999999996,LTC,67.78,74.64,74.86,69.24,-1
1556668800.0,12,32,33,17.007400000000004,-11.316000000000004,117.10289999999996,-32.9638,11.349399999999996,82,211,219,78.48109999999998,LTC,74.64,73.46,75.88,72.54,1
1556755200.0,9,32,35,18.0551,-7.1896,113.35889999999998,-15.801000000000002,14.4345,48,190,208,93.8857,LTC,73.46,73.76,75.47,72.94,1
1556841600.0,35,61,81,28.7419,-26.7844,119.56519999999985,-34.0883,15.349700000000007,129,249,427,72.08469999999993,LTC,73.76,78.99,80.26,73.87,-1
1556928000.0,8,15,18,7.1001,-7.617000000000003,35.00610000000001,-17.293599999999998,3.2916000000000003,43,76,91,13.904000000000005,LTC,78.99,77.97,82.35,77.09,-1
1557014400.0,19,30,25,13.9279,-18.126999999999992,67.2434,-17.214299999999998,4.8386,60,128,133,40.836599999999976,LTC,77.97,75.9,77.87,75.85,-1
